age,current_occupation,first_interaction,profile_completed,website_visits,time_spent_on_website,page_views_per_visit,last_activity,print_media_type1,print_media_type2,digital_media,educational_channels,referral,status
58,Professional,Mobile App,High,3,496,5.229,Phone Activity,No,No,Yes,No,No,0
40,Unemployed,Mobile App,Medium,3,394,5.469,Email Activity,No,No,No,No,No,0
21,Student,Mobile App,High,6,623,3.6,Email Activity,No,No,No,No,Yes,0
58,Professional,Website,Medium,11,612,7.616,Email Activity,Yes,No,No,No,No,1
54,Professional,Website,Medium,1,2033,3.966,Email Activity,No,No,No,No,No,1
55,Unemployed,Mobile App,Medium,6,332,5.727,Phone Activity,No,Yes,No,No,No,0
18,Student,Mobile App,Medium,5,202,2.194,Website Activity,No,No,No,No,No,0
24,Student,Mobile App,Medium,2,2275,3.141,Email Activity,No,No,No,No,No,0
47,Professional,Website,Medium,6,229,3.718,Website Activity,No,No,No,No,No,0
56,Professional,Website,High,3,84,3.86,Website Activity,Yes,No,No,Yes,No,1
45,Unemployed,Website,Medium,5,601,3.514,Phone Activity,No,No,No,No,No,0
59,Unemployed,Website,High,1,713,0.099,Phone Activity,Yes,No,No,No,No,1
60,Professional,Mobile App,Medium,2,1264,1.703,Email Activity,No,No,No,No,No,0
24,Student,Website,High,3,274,2.21,Phone Activity,No,No,No,No,No,0
59,Professional,Mobile App,High,1,57,5.476,Website Activity,No,No,No,No,No,0
23,Student,Mobile App,High,2,248,3.342,Email Activity,No,No,No,No,No,1
22,Student,Website,High,1,1466,2.077,Website Activity,Yes,No,No,No,No,0
18,Student,Website,High,2,175,5.513,Email Activity,Yes,No,No,No,No,0
59,Unemployed,Website,Medium,4,184,2.073,Website Activity,No,No,No,Yes,No,0
52,Professional,Mobile App,Medium,7,2198,3.4,Phone Activity,No,Yes,No,Yes,No,0
58,Professional,Mobile App,High,4,305,2.973,Phone Activity,No,No,No,No,No,0
33,Professional,Website,Medium,1,261,2.147,Website Activity,Yes,No,No,No,No,0
58,Unemployed,Website,Medium,1,2298,3.687,Email Activity,No,No,No,No,No,0
24,Student,Mobile App,Medium,3,218,1.748,Email Activity,No,No,No,No,No,1
34,Unemployed,Mobile App,Medium,3,2281,7.962,Email Activity,No,No,No,No,No,0
55,Unemployed,Website,Medium,4,69,1.072,Email Activity,No,No,No,No,No,0
24,Student,Website,Medium,3,680,7.332,Phone Activity,No,No,No,No,No,0
59,Unemployed,Website,High,2,530,0.623,Phone Activity,No,No,No,No,No,1
41,Unemployed,Mobile App,High,2,297,3.125,Phone Activity,No,No,No,No,No,0
58,Professional,Website,Medium,1,323,1.686,Email Activity,No,No,No,No,No,0
47,Professional,Website,Medium,2,1258,2.642,Phone Activity,No,No,No,Yes,No,1
21,Student,Website,High,4,718,2.123,Phone Activity,No,No,No,No,No,0
29,Professional,Website,High,2,541,0.141,Phone Activity,No,No,No,No,No,1
50,Unemployed,Website,Medium,2,412,3.42,Phone Activity,No,No,No,No,No,0
59,Unemployed,Mobile App,Medium,2,708,8.413,Phone Activity,No,No,No,Yes,No,0
32,Unemployed,Mobile App,Medium,2,623,4.465,Phone Activity,No,No,Yes,No,No,0
20,Student,Mobile App,Medium,1,2214,5.478,Email Activity,No,No,No,No,No,0
57,Professional,Mobile App,High,2,294,2.029,Website Activity,No,No,No,Yes,No,0
33,Professional,Mobile App,Medium,2,1922,8.087,Phone Activity,No,No,No,No,No,0
58,Unemployed,Mobile App,Medium,8,249,5.787,Email Activity,Yes,No,No,No,No,0
59,Professional,Website,High,6,300,3.48,Email Activity,No,No,No,No,No,1
42,Professional,Mobile App,High,2,42,1.1,Email Activity,No,No,Yes,No,No,0
37,Professional,Website,High,2,2082,2.17,Phone Activity,No,No,No,No,No,1
58,Professional,Mobile App,Medium,5,2220,2.125,Email Activity,No,No,No,No,No,0
56,Professional,Mobile App,Medium,2,177,2.014,Email Activity,No,Yes,No,No,No,0
58,Professional,Website,High,24,370,2.159,Phone Activity,No,No,No,No,No,0
52,Professional,Mobile App,High,0,0,0.0,Email Activity,No,No,No,No,No,0
60,Professional,Website,Medium,3,262,2.786,Website Activity,No,No,Yes,No,No,0
21,Student,Website,High,4,73,8.196,Website Activity,Yes,No,No,No,No,0
57,Professional,Mobile App,High,1,1186,0.021,Email Activity,No,No,No,No,No,0
49,Unemployed,Website,Medium,3,379,2.856,Email Activity,No,No,No,No,No,0
42,Unemployed,Website,Medium,2,259,2.101,Website Activity,No,No,No,No,No,0
58,Unemployed,Mobile App,High,4,1604,2.079,Email Activity,No,No,No,No,No,0
36,Professional,Website,Medium,2,1670,3.704,Email Activity,No,No,No,No,No,1
34,Unemployed,Mobile App,Medium,2,1844,3.026,Email Activity,No,No,No,No,No,0
44,Unemployed,Website,Medium,2,332,1.654,Email Activity,No,No,No,No,No,0
42,Unemployed,Mobile App,High,3,626,4.102,Email Activity,No,No,No,No,No,0
57,Unemployed,Website,High,4,293,2.203,Website Activity,No,No,No,No,No,1
42,Unemployed,Website,High,8,86,1.903,Website Activity,No,No,No,No,No,0
27,Professional,Website,Low,2,167,3.594,Website Activity,No,No,No,No,No,0
18,Student,Website,Medium,3,1,3.698,Email Activity,No,No,No,No,No,0
55,Professional,Website,High,1,2033,0.312,Phone Activity,No,No,No,No,No,1
57,Unemployed,Website,High,3,622,3.398,Website Activity,Yes,No,Yes,No,No,1
44,Professional,Mobile App,Medium,2,208,4.23,Email Activity,No,No,No,No,No,0
53,Unemployed,Website,High,1,77,2.249,Phone Activity,No,Yes,No,No,No,1
20,Student,Website,High,1,902,2.209,Phone Activity,No,No,No,No,No,0
50,Unemployed,Website,High,2,319,1.461,Phone Activity,No,No,No,No,No,1
42,Professional,Website,Medium,2,393,3.627,Email Activity,No,Yes,No,No,No,0
54,Professional,Website,Medium,2,378,2.912,Website Activity,No,No,No,No,No,0
42,Unemployed,Website,High,1,630,2.172,Email Activity,No,No,No,No,No,0
57,Professional,Website,Medium,4,69,3.634,Email Activity,No,No,No,No,No,0
22,Student,Website,Medium,3,51,5.162,Website Activity,No,No,No,No,No,0
59,Professional,Mobile App,Medium,1,265,2.638,Email Activity,No,No,No,No,No,0
44,Professional,Website,High,3,2369,3.201,Phone Activity,No,No,No,No,No,1
53,Professional,Mobile App,High,7,362,3.869,Email Activity,No,No,No,Yes,No,0
43,Unemployed,Mobile App,Medium,3,651,4.498,Email Activity,No,No,No,No,No,0
58,Professional,Website,High,2,51,2.179,Phone Activity,No,No,No,No,No,1
51,Professional,Mobile App,Low,3,298,2.067,Email Activity,No,No,No,Yes,No,0
51,Professional,Mobile App,High,7,283,2.168,Email Activity,No,No,No,No,No,0
35,Unemployed,Website,Medium,3,2150,2.225,Website Activity,No,No,No,No,No,1
35,Professional,Mobile App,Medium,1,1037,2.128,Email Activity,No,No,Yes,No,No,0
54,Unemployed,Website,High,2,161,2.222,Website Activity,Yes,No,No,No,No,0
62,Unemployed,Mobile App,High,4,1899,5.18,Phone Activity,No,No,No,No,No,0
55,Professional,Website,Medium,5,17,2.802,Email Activity,No,No,No,No,No,0
57,Professional,Mobile App,High,2,141,4.964,Email Activity,No,No,No,No,No,0
61,Unemployed,Mobile App,High,1,458,3.796,Phone Activity,No,No,No,No,No,0
54,Professional,Mobile App,High,7,2158,1.644,Email Activity,No,No,No,No,No,0
55,Professional,Mobile App,High,1,2142,0.033,Email Activity,No,No,Yes,No,No,0
54,Professional,Mobile App,Medium,4,318,2.094,Email Activity,No,No,Yes,Yes,No,0
19,Student,Mobile App,Low,8,163,2.081,Website Activity,No,No,No,No,No,0
54,Professional,Mobile App,High,2,559,2.907,Website Activity,No,No,No,No,No,0
42,Unemployed,Mobile App,Medium,2,301,2.24,Email Activity,No,No,No,No,No,0
22,Student,Mobile App,High,3,103,4.911,Email Activity,No,No,Yes,No,No,0
60,Unemployed,Mobile App,High,12,2243,3.334,Website Activity,No,No,Yes,No,No,0
46,Unemployed,Website,High,6,306,2.094,Website Activity,No,No,Yes,No,No,1
18,Student,Website,High,2,1303,2.154,Phone Activity,No,No,No,No,No,0
49,Professional,Mobile App,High,1,698,3.873,Phone Activity,No,No,No,No,No,0
44,Unemployed,Mobile App,Medium,9,1361,4.376,Phone Activity,No,No,Yes,Yes,No,0
42,Professional,Website,High,7,461,0.341,Website Activity,No,No,No,No,No,1
54,Professional,Website,High,3,207,2.215,Website Activity,No,No,No,No,Yes,1
21,Student,Website,Medium,3,31,3.76,Email Activity,No,No,No,No,No,0
60,Unemployed,Website,High,4,67,4.796,Email Activity,No,No,No,No,No,0
47,Professional,Website,High,1,1515,2.048,Email Activity,No,No,No,No,No,1
33,Unemployed,Website,High,5,420,2.252,Email Activity,Yes,Yes,No,Yes,No,1
60,Professional,Website,High,2,1637,1.543,Phone Activity,Yes,No,No,No,No,1
24,Student,Website,Medium,2,2078,2.146,Website Activity,No,No,No,No,No,1
24,Student,Website,High,0,0,0.0,Email Activity,No,No,No,No,No,0
29,Professional,Mobile App,Medium,3,2188,3.335,Phone Activity,No,No,Yes,No,No,1
48,Professional,Website,Medium,0,0,0.0,Phone Activity,No,No,No,No,No,0
57,Professional,Website,Medium,3,307,2.242,Website Activity,No,No,No,No,No,0
43,Professional,Website,High,6,373,4.198,Website Activity,No,No,No,No,No,0
42,Professional,Website,High,14,125,3.399,Email Activity,No,No,No,Yes,No,1
44,Professional,Website,Medium,1,138,0.292,Phone Activity,No,No,No,Yes,No,0
52,Professional,Mobile App,Medium,3,317,2.13,Email Activity,Yes,No,No,Yes,No,0
55,Professional,Website,High,2,1624,3.851,Email Activity,No,No,No,Yes,No,1
32,Unemployed,Mobile App,Medium,6,1932,1.969,Email Activity,No,No,No,No,No,0
59,Professional,Mobile App,Medium,4,342,3.278,Phone Activity,Yes,No,No,No,No,0
54,Professional,Website,High,4,996,2.222,Email Activity,No,No,Yes,No,No,1
48,Professional,Website,High,2,82,1.979,Email Activity,No,No,No,No,No,1
58,Unemployed,Website,Medium,5,908,2.042,Email Activity,No,No,No,No,Yes,1
56,Professional,Mobile App,Medium,1,193,2.12,Email Activity,No,No,No,No,No,0
59,Unemployed,Mobile App,High,8,57,4.25,Email Activity,No,No,No,No,No,0
26,Professional,Website,High,2,2154,2.009,Email Activity,No,No,No,No,No,1
46,Professional,Mobile App,High,1,256,3.274,Website Activity,No,No,No,Yes,No,0
43,Unemployed,Website,Medium,4,592,0.119,Email Activity,No,No,No,No,No,0
58,Professional,Mobile App,Medium,4,296,3.612,Phone Activity,No,Yes,Yes,Yes,No,0
57,Unemployed,Website,Medium,2,2259,3.714,Website Activity,No,No,No,No,No,0
35,Unemployed,Website,High,2,627,4.327,Phone Activity,No,No,No,No,No,0
56,Professional,Website,High,3,604,2.013,Phone Activity,No,No,No,No,No,0
59,Unemployed,Website,High,4,1877,3.671,Phone Activity,Yes,No,No,No,No,1
58,Professional,Mobile App,High,4,944,5.55,Email Activity,No,No,No,No,No,1
19,Student,Website,High,1,1661,3.555,Phone Activity,No,No,No,No,No,0
43,Professional,Mobile App,High,2,102,2.048,Website Activity,No,No,No,No,No,0
40,Unemployed,Website,High,1,149,1.975,Website Activity,No,Yes,No,No,No,1
21,Student,Website,Medium,2,288,2.308,Phone Activity,No,No,No,No,No,0
58,Professional,Mobile App,Medium,2,97,4.757,Email Activity,No,No,No,No,No,0
40,Professional,Website,Medium,1,358,3.639,Email Activity,No,No,No,No,No,0
24,Student,Website,High,6,157,0.19,Phone Activity,No,Yes,No,No,No,0
60,Unemployed,Website,Medium,4,81,1.945,Phone Activity,No,No,No,No,No,0
46,Unemployed,Mobile App,High,2,64,0.316,Email Activity,No,No,No,No,No,0
53,Unemployed,Website,Medium,2,999,0.209,Email Activity,No,No,Yes,No,No,0
18,Student,Mobile App,High,7,209,2.11,Website Activity,No,No,No,No,No,0
57,Professional,Mobile App,Medium,3,1437,2.818,Phone Activity,No,No,No,No,No,0
22,Student,Website,High,8,298,4.054,Email Activity,No,No,No,No,Yes,0
56,Professional,Mobile App,High,2,1994,2.252,Email Activity,Yes,No,No,No,No,0
30,Professional,Website,High,4,64,4.303,Email Activity,No,No,No,Yes,No,1
29,Professional,Mobile App,High,5,341,3.789,Email Activity,No,No,No,No,No,0
43,Unemployed,Mobile App,Medium,3,78,5.095,Phone Activity,No,Yes,No,No,No,0
60,Professional,Website,High,3,921,4.047,Email Activity,No,Yes,No,No,No,1
22,Student,Mobile App,High,1,116,2.223,Phone Activity,No,Yes,No,Yes,No,0
30,Professional,Website,High,1,571,1.883,Phone Activity,No,No,No,No,No,1
30,Professional,Mobile App,High,2,641,3.778,Phone Activity,No,No,No,Yes,No,1
58,Unemployed,Mobile App,High,8,334,0.116,Email Activity,No,No,No,No,No,0
50,Unemployed,Website,High,1,588,2.017,Email Activity,No,No,No,No,No,1
60,Professional,Website,High,1,377,1.681,Email Activity,No,No,Yes,No,No,0
30,Professional,Mobile App,Medium,8,192,5.714,Phone Activity,No,No,No,No,No,0
59,Professional,Website,High,3,84,3.452,Phone Activity,Yes,No,No,No,No,1
24,Student,Website,High,2,1474,3.542,Email Activity,No,No,No,No,No,0
33,Unemployed,Mobile App,Medium,4,245,5.609,Phone Activity,No,No,No,No,No,0
31,Professional,Website,Medium,7,2219,9.33,Website Activity,No,No,No,No,No,0
19,Student,Website,High,3,87,5.696,Email Activity,No,No,No,No,No,0
43,Professional,Website,Medium,12,72,2.025,Email Activity,No,No,No,No,No,0
60,Professional,Mobile App,Medium,0,0,0.0,Email Activity,No,No,No,No,No,0
57,Unemployed,Website,High,1,1186,1.224,Website Activity,No,No,No,No,No,0
56,Professional,Website,Medium,2,148,2.256,Email Activity,No,No,No,No,No,0
56,Professional,Website,Medium,1,1981,5.606,Email Activity,No,No,No,Yes,No,1
35,Unemployed,Mobile App,High,3,1943,2.205,Email Activity,No,No,No,No,No,0
39,Unemployed,Mobile App,Medium,3,349,3.509,Email Activity,Yes,No,No,No,No,0
60,Unemployed,Website,High,5,2472,0.212,Website Activity,No,No,No,No,No,1
58,Professional,Mobile App,High,4,494,8.426,Email Activity,No,No,Yes,No,No,0
32,Unemployed,Mobile App,High,5,1679,8.612,Phone Activity,No,No,No,No,No,1
24,Student,Mobile App,Low,2,45,3.666,Email Activity,Yes,No,Yes,No,Yes,0
22,Student,Mobile App,Medium,5,1658,1.214,Phone Activity,No,No,No,No,No,0
56,Unemployed,Mobile App,High,0,0,0.0,Phone Activity,Yes,No,Yes,No,No,0
18,Student,Website,High,1,2060,3.299,Website Activity,No,No,No,No,No,1
56,Unemployed,Website,Medium,2,314,3.791,Phone Activity,No,No,No,No,No,0
63,Unemployed,Website,Medium,1,192,2.716,Phone Activity,No,No,No,No,No,0
21,Student,Mobile App,Medium,3,75,2.195,Phone Activity,No,No,No,No,No,0
52,Professional,Website,High,4,896,3.76,Phone Activity,No,No,No,No,No,0
35,Professional,Website,High,6,1049,3.463,Email Activity,No,No,No,No,Yes,1
51,Professional,Website,Medium,2,316,0.155,Email Activity,No,No,No,No,No,0
52,Unemployed,Website,Medium,2,252,5.247,Website Activity,No,No,No,No,No,0
54,Professional,Mobile App,High,3,1,2.179,Email Activity,No,No,No,No,No,0
35,Professional,Mobile App,High,3,219,3.643,Email Activity,No,No,No,No,No,0
60,Professional,Website,High,0,0,0.0,Email Activity,No,No,No,No,No,1
24,Student,Website,Medium,1,420,2.223,Email Activity,No,No,No,No,No,0
60,Professional,Website,Medium,2,296,4.768,Email Activity,No,No,No,No,No,0
42,Professional,Mobile App,High,8,541,2.44,Email Activity,No,No,No,No,No,0
48,Unemployed,Mobile App,High,2,1787,2.2,Website Activity,No,No,No,No,No,1
58,Professional,Mobile App,Medium,5,73,3.323,Website Activity,No,No,No,No,No,0
32,Unemployed,Mobile App,Medium,2,1937,2.218,Phone Activity,No,No,No,No,No,0
53,Professional,Website,High,4,263,2.07,Email Activity,No,No,No,No,No,0
57,Unemployed,Website,High,2,92,2.061,Email Activity,No,No,Yes,No,No,0
56,Unemployed,Mobile App,High,7,598,1.844,Email Activity,No,No,No,No,No,0
57,Unemployed,Website,Medium,2,2092,4.254,Email Activity,No,No,No,No,No,1
35,Professional,Mobile App,Medium,9,2238,5.575,Website Activity,No,No,No,No,No,1
59,Professional,Mobile App,Medium,3,390,3.585,Website Activity,No,No,No,No,No,0
55,Unemployed,Website,High,1,1544,3.061,Website Activity,No,No,No,No,Yes,1
45,Unemployed,Website,High,3,564,3.913,Email Activity,No,No,Yes,No,No,1
37,Unemployed,Website,High,1,2117,3.017,Email Activity,No,No,No,No,No,1
42,Professional,Mobile App,High,5,181,2.037,Email Activity,No,Yes,No,No,No,0
55,Professional,Mobile App,High,2,949,1.266,Website Activity,No,No,No,Yes,No,0
60,Professional,Mobile App,High,2,9,5.587,Email Activity,Yes,No,No,No,No,0
35,Unemployed,Website,High,3,475,4.131,Email Activity,Yes,No,No,Yes,No,1
54,Professional,Mobile App,High,2,358,1.423,Website Activity,Yes,No,No,No,No,0
59,Unemployed,Website,High,1,664,3.421,Phone Activity,No,No,Yes,No,No,0
32,Unemployed,Website,High,2,1838,3.034,Email Activity,No,No,No,No,No,1
55,Professional,Website,High,6,2215,4.315,Website Activity,No,No,No,No,No,1
57,Professional,Website,Medium,4,521,3.125,Website Activity,Yes,No,No,Yes,No,1
29,Professional,Website,Medium,5,292,2.189,Website Activity,No,No,No,No,No,0
55,Unemployed,Website,High,4,485,3.745,Website Activity,No,No,No,No,No,1
44,Unemployed,Website,Medium,6,1462,5.369,Website Activity,No,No,No,No,No,0
60,Unemployed,Website,High,4,1724,2.13,Website Activity,No,No,No,No,No,1
46,Unemployed,Website,Medium,4,383,2.167,Email Activity,No,No,No,No,No,0
32,Unemployed,Mobile App,High,1,191,2.239,Email Activity,No,No,No,No,No,0
57,Professional,Mobile App,High,7,1695,5.339,Phone Activity,No,No,No,No,No,0
33,Professional,Mobile App,Medium,3,157,2.855,Phone Activity,No,No,No,No,No,0
37,Unemployed,Mobile App,High,2,317,2.783,Email Activity,No,No,No,No,No,0
32,Unemployed,Website,High,1,294,2.18,Phone Activity,No,No,No,No,No,0
41,Professional,Website,Medium,2,309,6.525,Email Activity,No,No,No,No,No,0
38,Professional,Mobile App,Medium,2,1225,2.081,Email Activity,No,No,No,No,No,0
55,Unemployed,Website,High,4,378,2.076,Email Activity,No,No,No,No,No,1
44,Professional,Mobile App,High,0,0,0.0,Email Activity,No,No,No,No,No,0
60,Unemployed,Website,Medium,2,371,0.972,Website Activity,Yes,Yes,No,No,No,0
60,Professional,Website,Medium,2,361,2.247,Email Activity,No,No,No,No,No,0
55,Unemployed,Website,High,4,372,0.296,Email Activity,No,No,No,No,No,1
59,Unemployed,Mobile App,Medium,6,1254,5.174,Phone Activity,No,No,Yes,No,No,0
49,Unemployed,Website,Medium,2,369,7.597,Email Activity,No,No,No,No,No,0
38,Professional,Mobile App,Medium,5,1428,3.752,Email Activity,Yes,No,No,Yes,No,0
38,Unemployed,Website,High,0,0,0.0,Email Activity,No,No,Yes,No,No,1
44,Professional,Website,High,10,1893,2.967,Phone Activity,No,No,No,No,No,1
35,Unemployed,Mobile App,High,7,377,0.036,Email Activity,No,No,No,No,No,0
53,Professional,Mobile App,High,5,26,2.073,Phone Activity,No,No,Yes,No,No,0
43,Professional,Website,Low,5,633,2.217,Phone Activity,No,No,No,No,No,0
51,Professional,Website,Medium,2,503,2.147,Email Activity,No,No,No,No,No,1
57,Professional,Website,High,5,1953,2.181,Email Activity,No,No,No,No,No,1
57,Professional,Website,High,2,308,4.999,Email Activity,No,No,No,No,Yes,1
58,Professional,Mobile App,High,1,267,4.226,Email Activity,No,Yes,No,No,No,0
48,Professional,Mobile App,High,2,72,3.342,Phone Activity,No,No,No,No,No,0
57,Professional,Mobile App,Medium,1,244,3.116,Email Activity,No,No,No,No,No,0
58,Professional,Mobile App,Medium,5,343,3.759,Email Activity,No,No,No,Yes,No,0
56,Professional,Website,Medium,4,1804,2.078,Phone Activity,Yes,No,No,No,No,0
60,Professional,Website,Medium,12,254,3.626,Website Activity,No,No,Yes,No,No,0
58,Unemployed,Mobile App,High,1,345,3.165,Website Activity,No,No,No,No,No,0
51,Unemployed,Website,Medium,7,2242,2.122,Email Activity,No,No,No,No,No,0
52,Professional,Website,High,3,69,5.053,Website Activity,No,No,No,No,No,0
56,Professional,Website,Medium,7,224,9.989,Website Activity,No,No,No,No,No,0
59,Unemployed,Website,High,5,2273,5.656,Website Activity,No,No,No,No,No,1
32,Unemployed,Website,Medium,2,1997,2.096,Email Activity,No,No,Yes,No,No,0
33,Professional,Mobile App,Medium,3,539,4.412,Email Activity,No,No,Yes,No,No,0
60,Unemployed,Website,Medium,7,1048,2.073,Phone Activity,No,No,No,No,No,0
36,Unemployed,Website,High,2,1202,2.207,Email Activity,No,No,No,No,Yes,1
55,Professional,Mobile App,High,7,1903,2.166,Email Activity,No,No,No,No,No,0
49,Unemployed,Website,Medium,7,498,2.024,Website Activity,No,No,No,No,No,1
19,Student,Website,High,1,1791,2.11,Email Activity,No,No,No,No,No,0
49,Professional,Mobile App,Medium,1,2073,3.407,Email Activity,No,No,No,No,No,1
19,Student,Website,Low,4,168,3.408,Email Activity,No,No,No,No,No,0
59,Professional,Mobile App,High,3,603,5.177,Phone Activity,No,No,No,No,No,0
32,Unemployed,Website,High,6,333,0.294,Website Activity,No,No,No,No,No,0
20,Student,Website,High,2,1689,5.397,Phone Activity,Yes,No,No,Yes,No,0
55,Professional,Mobile App,Medium,1,2136,5.782,Website Activity,No,No,No,No,No,0
62,Unemployed,Website,High,5,623,5.187,Phone Activity,No,No,No,No,No,1
48,Unemployed,Website,High,1,216,5.799,Phone Activity,No,No,No,Yes,No,0
59,Unemployed,Website,High,2,334,2.253,Email Activity,No,No,No,Yes,No,1
54,Unemployed,Website,High,8,102,1.991,Website Activity,Yes,No,No,No,No,0
41,Professional,Website,High,2,387,1.99,Email Activity,No,No,Yes,No,No,1
